region_en,region_ru,settlement_type,settlement_en,settlement_ru,lat,lon,deaths,district_ru
Kemerovo Oblast,Кемеровская область,Settlement,Demyanovka,поселок Демьяновка,54.75,86.244,1,
Kemerovo Oblast,Кемеровская область,Settlement,Dubrovka,поселок Дубровка,55.923,85.359,1,
Kemerovo Oblast,Кемеровская область,Settlement,Egozovo,поселок Егозово,54.713,86.113,3,
Kemerovo Oblast,Кемеровская область,Settlement,Elan,поселок Елань,53.708,87.266,4,
Kemerovo Oblast,Кемеровская область,Settlement,Zagorskiy,поселок Загорский,53.76,87.009,4,
Kemerovo Oblast,Кемеровская область,Settlement,Zadubrovskiy,поселок Задубровский,54.432,86.612,2,
Kemerovo Oblast,Кемеровская область,Settlement,Zaozernyy,поселок Заозерный,55.891,84.721,1,
Kemerovo Oblast,Кемеровская область,Settlement,Zarechnyy,поселок Заречный,53.598,87.303,1,Новокузнецкий р-н
Kemerovo Oblast,Кемеровская область,Settlement,Zelenovskiy,поселок Зеленовский,55.001,86.39,2,
Kemerovo Oblast,Кемеровская область,Settlement,Zelenyy Lug,поселок Зеленый Луг,53.478,87.302,1,
Kemerovo Oblast,Кемеровская область,Settlement,Ivanovka,поселок Ивановка,54.551,85.953,1,Ленинск-Кузнецкий округ
Kemerovo Oblast,Кемеровская область,Settlement,Izvestkovyy,поселок Известковый,55.596,85.761,1,
Kemerovo Oblast,Кемеровская область,Settlement,Kalachevo,поселок Калачево,53.788,86.935,2,
Kemerovo Oblast,Кемеровская область,Settlement,Kalininskiy,поселок Калининский,56.195,87.638,2,
Kemerovo Oblast,Кемеровская область,Settlement,Kamennyy,поселок Каменный,54.956,86.723,1,
Kemerovo Oblast,Кемеровская область,Settlement,Karagaylinskiy,поселок Карагайлинский,54.144,86.611,2,
Kemerovo Oblast,Кемеровская область,Settlement,Klyuchevoy,поселок Ключевой,52.626,88.014,2,Таштагольский р-н
Kemerovo Oblast,Кемеровская область,Settlement,Kolchegiz,поселок Кольчегиз,54.12,86.869,2,
Kemerovo Oblast,Кемеровская область,Settlement,Kondoma,поселок Кондома,52.82,87.276,1,
Kemerovo Oblast,Кемеровская область,Settlement,Krasnogorskiy,поселок Красногорский,54.529,86.299,2,
Kemerovo Oblast,Кемеровская область,Settlement,Krasnye Klyuchi,поселок Красные Ключи,54.998,86.266,1,
Kemerovo Oblast,Кемеровская область,Settlement,Kuzedeevo,поселок Кузедеево,53.337,87.192,3,
Kemerovo Oblast,Кемеровская область,Settlement,Leningradskiy,поселок Ленинградский,55.201,86.126,1,
Kemerovo Oblast,Кемеровская область,Settlement,Leninskiy,поселок Ленинский,56.026,85.067,2,Яшкинский округ
Kemerovo Oblast,Кемеровская область,Settlement,Lesnoy,поселок Лесной,54.234,86.033,1,
Kemerovo Oblast,Кемеровская область,Settlement,Lineynyy,поселок Линейный,55.472,84.78,3,
Kemerovo Oblast,Кемеровская область,Settlement,Listvyanka,поселок Листвянка,56.068,88.396,6,Тяжинский округ
Kemerovo Oblast,Кемеровская область,Settlement,Listvyanka,поселок Листвянка,55.423,85.135,1,Топкинский округ
Kemerovo Oblast,Кемеровская область,Settlement,Malinovka,поселок Малиновка,54.005,86.391,14,Прокопьевский округ
Kemerovo Oblast,Кемеровская область,Settlement,Mayakovka,поселок Маяковка,54.005,86.764,1,
Kemerovo Oblast,Кемеровская область,Settlement,Metallploshchadka,поселок Металлплощадка,55.32,86.195,2,
Kemerovo Oblast,Кемеровская область,Settlement,Metallurgov,поселок Металлургов,53.901,87.034,4,
Kemerovo Oblast,Кемеровская область,Settlement,Mirnyy,поселок Мирный,54.613,85.923,1,
Kemerovo Oblast,Кемеровская область,Settlement,Mokrousovskiy,поселок Мокроусовский,55.178,85.567,1,
Kemerovo Oblast,Кемеровская область,Settlement,Musokhranovo,поселок Мусохраново,54.708,85.775,1,
Kemerovo Oblast,Кемеровская область,Settlement,Nikitinskiy,поселок Никитинский,54.585,86.012,2,
Kemerovo Oblast,Кемеровская область,Settlement,Novovostochnyy,поселок Нововосточный,56.158,88.544,1,
Kemerovo Oblast,Кемеровская область,Settlement,Novogorodets,поселок Новогородец,54.606,86.042,2,
Kemerovo Oblast,Кемеровская область,Settlement,Novoivanovskiy,поселок Новоивановский,55.858,87.795,2,
Kemerovo Oblast,Кемеровская область,Settlement,Novostroyka,поселок Новостройка,55.25,86.22,2,Кемеровский округ
Kemerovo Oblast,Кемеровская область,Settlement,Oktyabrskiy,поселок Октябрьский,54.264,86.782,2,Прокопьевский округ
Kemerovo Oblast,Кемеровская область,Settlement,Oktyabrskiy,поселок Октябрьский,54.98,85.818,1,Промышленновский округ
Kemerovo Oblast,Кемеровская область,Settlement,Orton,поселок Ортон,53.205,88.621,1,
Kemerovo Oblast,Кемеровская область,Settlement,Osinovoe Pleso,поселок Осиновое Плесо,54.21,87.549,1,
Kemerovo Oblast,Кемеровская область,Settlement,Parlagol,поселок Парлагол,52.829,88.513,1,
Kemerovo Oblast,Кемеровская область,Settlement,Pervomayskiy,поселок Первомайский,56.172,88.021,2,Мариинский р-н
Kemerovo Oblast,Кемеровская область,Settlement,Petrovskiy,поселок Петровский,54.377,86.615,1,Беловский р-н
Kemerovo Oblast,Кемеровская область,Settlement,Pikhtovka,поселок Пихтовка,56.654,88.078,1,
Kemerovo Oblast,Кемеровская область,Settlement,Plotnikovo,поселок Плотниково,55.023,85.941,3,
Kemerovo Oblast,Кемеровская область,Settlement,Prigorodnyy,поселок Пригородный,55.35,85.95,2,
Kemerovo Oblast,Кемеровская область,Settlement,Pushkino,поселок Пушкино,53.678,87.051,1,Новокузнецкий р-н
Kemerovo Oblast,Кемеровская область,Settlement,Razvedchik,поселок Разведчик,55.733,86.159,3,
Kemerovo Oblast,Кемеровская область,Settlement,Razdolnyy,поселок Раздольный,54.291,86.001,1,
Kemerovo Oblast,Кемеровская область,Settlement,Rassvet,поселок Рассвет,53.722,86.937,1,Новокузнецкий р-н
Kemerovo Oblast,Кемеровская область,Settlement,Rassvet,поселок Рассвет,55.353,85.43,2,Топкинский округ
Kemerovo Oblast,Кемеровская область,Settlement,Rechnoy,поселок Речной,55.692,85.104,1,
Kemerovo Oblast,Кемеровская область,Settlement,Sverdlovskiy,поселок Свердловский,54.584,86.14,1,
Kemerovo Oblast,Кемеровская область,Settlement,Svobodnyy,поселок Свободный,53.879,86.56,1,
Kemerovo Oblast,Кемеровская область,Settlement,Sokolniki,поселок Сокольники,55.863,84.645,2,
Kemerovo Oblast,Кемеровская область,Settlement,Sorevnovanie,поселок Соревнование,55.056,85.899,3,
Kemerovo Oblast,Кемеровская область,Settlement,Sosnovka,поселок Сосновка,54.292,85.726,3,Гурьевский округ
Kemerovo Oblast,Кемеровская область,Settlement,Sredneberezovskiy,поселок Среднеберезовский,55.202,85.201,2,
Kemerovo Oblast,Кемеровская область,Settlement,Staroabashevo,поселок Староабашево,53.821,87.48,1,
Kemerovo Oblast,Кемеровская область,Settlement,Starobachaty,поселок Старобачаты,54.237,86.203,13,
Kemerovo Oblast,Кемеровская область,Settlement,Stepnoy,поселок Степной,53.954,87.117,2,Новокузнецкий р-н
Kemerovo Oblast,Кемеровская область,Settlement,Tayzhina,поселок Тайжина,53.667,87.433,2,
Kemerovo Oblast,Кемеровская область,Settlement,Talzhino,поселок Тальжино,53.761,87.409,3,
Kemerovo Oblast,Кемеровская область,Settlement,Terekhino,поселок Терехино,53.991,87.338,1,
Kemerovo Oblast,Кемеровская область,Settlement,Tikhonovka,поселок Тихоновка,54.131,86.958,1,Прокопьевский округ
Kemerovo Oblast,Кемеровская область,Settlement,Treshchevskiy,поселок Трещевский,55.125,85.767,1,
Kemerovo Oblast,Кемеровская область,Settlement,Trudarmeyskiy,поселок Трудармейский,54.127,86.411,7,
Kemerovo Oblast,Кемеровская область,Settlement,Turat,поселок Турат,56.084,86.179,1,
